,Event ID,Date,Short Name,Name,Date Time,Fight Number,Fight ID,Card Segment,Referee,Result Type,Winner ID,Red Fighter Name,Blue Fighter Name,American Odd that Red Fighter Will Win,American Odd that Blue Fighter Will Win,Location,Country,Winner of the Fight,Title Bout?,Weight Class,Number of Rounds in Fight,Blue Significant Strikes Landed/min,Blue Significant Striking Accuracy,Blue Average Submissions Attempted/15min,Blue Average Takedowns Landed/15min,Blue Takedown Accuracy,Red Significant Strikes Landed/min,Red Significant Striking Accuracy,Red Average Submissions Attempted/15min,Red Average Takedowns Landed/15min,Red Takedown Accuracy
3002,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,6,1665,Main Card,Jason Herzog,Scrambled,140000333.0,Brian Kelleher,Ray Rodriguez,-380,315,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,1.24,0.32,0.0,2.32,0.5,4.45,0.4,0.8,1.2,0.25
3003,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,7,1663,Main Card,Mark Smith,Scrambled,140000453.0,Brian Kelleher,Ray Rodriguez,-380,315,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,1.24,0.32,0.0,2.32,0.5,4.45,0.4,0.8,1.2,0.25
3004,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,1,1651,Main Card,Herb Dean,Scrambled,140000287.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3005,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,2,1670,Main Card,Jason Herzog,Scrambled,140000260.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3006,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,3,1668,Main Card,Chris Tognoni,Scrambled,140000357.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3007,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,4,1650,Main Card,Mark Smith,Scrambled,140000524.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3008,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,5,1685,Main Card,Herb Dean,Scrambled,140000702.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3009,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,6,1665,Main Card,Jason Herzog,Scrambled,140000333.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3010,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,7,1663,Main Card,Mark Smith,Scrambled,140000453.0,Andre Muniz,Bartosz Fabinski,132,-165,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,3,2.22,0.7,0.0,7.17,0.7,2.27,0.59,1.4,2.83,0.35
3011,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,1,1651,Main Card,Herb Dean,Scrambled,140000287.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3012,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,2,1670,Main Card,Jason Herzog,Scrambled,140000260.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3013,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,3,1668,Main Card,Chris Tognoni,Scrambled,140000357.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3014,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,4,1650,Main Card,Mark Smith,Scrambled,140000524.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3015,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,5,1685,Main Card,Herb Dean,Scrambled,140000702.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3016,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,6,1665,Main Card,Jason Herzog,Scrambled,140000333.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3017,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,7,1663,Main Card,Mark Smith,Scrambled,140000453.0,Viviane Araujo,Montana De La Rosa,-182,145,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,2.3,0.33,1.9,2.22,0.33,4.51,0.47,0.0,2.57,0.58
3018,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,1,1651,Main Card,Herb Dean,Scrambled,140000287.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3019,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,2,1670,Main Card,Jason Herzog,Scrambled,140000260.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3020,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,3,1668,Main Card,Chris Tognoni,Scrambled,140000357.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3021,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,4,1650,Main Card,Mark Smith,Scrambled,140000524.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3022,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,5,1685,Main Card,Herb Dean,Scrambled,140000702.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3023,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,6,1665,Main Card,Jason Herzog,Scrambled,140000333.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3024,150,2020-09-05,UFC Fight Night,UFC Fight Night: Overeem vs. Sakai,2020-09-05T19:00:00,7,1663,Main Card,Mark Smith,Scrambled,140000453.0,Cole Smith,Hunter Azure,185,-235,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,3,4.71,0.49,1.9,1.55,0.33,1.63,0.33,1.0,1.5,0.3
3025,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3026,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3027,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3028,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3029,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3030,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3031,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3032,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3033,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3034,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3035,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3036,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Michelle Waterson,Angela Hill,105,-125,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,5,5.76,0.49,0.2,0.47,0.37,3.31,0.52,1.1,1.68,0.5
3037,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3038,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3039,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3040,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3041,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3042,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3043,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3044,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3045,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3046,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3047,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3048,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Ottman Azaitar,Khama Worthy,110,-137,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,3,4.44,0.5,0.9,0.0,0.0,7.61,0.5,0.0,0.0,0.0
3049,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3050,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3051,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3052,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3053,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3054,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3055,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3056,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3057,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3058,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3059,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3060,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Roxanne Modafferi,Andrea Lee,240,-335,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,3,5.4,0.48,0.6,1.4,0.38,3.04,0.3,0.1,1.29,0.21
3061,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3062,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3063,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3064,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3065,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,5,1703,Main Card,Herb Dean,Scrambled,140000649.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3066,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,6,1693,Main Card,Marc Goddard,Scrambled,140000488.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3067,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,7,1705,Prelims,Mark Smith,Scrambled,140000360.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3068,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,8,1704,Prelims,Chris Tognoni,Scrambled,140001017.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3069,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,9,1708,Prelims,Mark Smith,Scrambled,140000903.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3070,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,10,1702,Prelims,Herb Dean,Scrambled,140000056.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3071,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,11,1701,Prelims,Chris Tognoni,Scrambled,140000090.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3072,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,12,1700,Prelims,Marc Goddard,Scrambled,140000225.0,Ed Herman,Mike Rodriguez,195,-250,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,3,4.59,0.54,0.0,0.0,0.0,3.33,0.49,1.2,2.2,0.48
3073,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,1,1686,Main Card,Marc Goddard,Scrambled,140000240.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3074,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,2,1699,Main Card,Herb Dean,Scrambled,140000596.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3075,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,3,1698,Main Card,Mark Smith,Scrambled,140000281.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
3076,151,2020-09-12,UFC Fight Night,UFC Fight Night: Waterson vs. Hill,2020-09-12T17:00:00,4,1697,Main Card,Chris Tognoni,Scrambled,140000354.0,Billy Quarantillo,Kyle Nelson,-250,195,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,3,2.73,0.36,2.8,1.41,0.16,7.43,0.79,3.1,1.34,0.42
